Brewer,Drinker,Drink,Drink price,date,Total
Mr. Keith Hilton;1997-09-17;3585697723779617,Miss Lindsey Harrison;1948-08-25;30476153140377,Scotch small,300,2019-12-21,2500
Mr. Keith Hilton;1997-09-17;3585697723779617,Richard Parsons;1951-04-21;4596293855263047603,Prosecco large,600,2019-12-21,3100
Mr. Keith Hilton;1997-09-17;3585697723779617,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-12-21,3400
Mr. Keith Hilton;1997-09-17;3585697723779617,Philip Miah-Young;1963-11-27;3592857229453650,Champagne large,800,2019-12-21,4200
Mr. Keith Hilton;1997-09-17;3585697723779617,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2019-12-21,4500
Mr. Keith Hilton;1997-09-17;3585697723779617,Marie Power;2002-01-30;5236653014789326,Shiraz large,600,2019-12-21,5100
Mr. Keith Hilton;1997-09-17;3585697723779617,Benjamin Morgan;1960-09-26;676301009368,Champagne small,400,2019-12-21,5500
Mr. Keith Hilton;1997-09-17;3585697723779617,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2019-12-21,6300
Sylvia Jones-Brown;1999-08-25;584761487035,Sylvia Jones-Brown;1999-08-25;584761487035,Herbal tea extra milk,280,2019-9-26,280
Sylvia Jones-Brown;1999-08-25;584761487035,Jane Davies;1978-05-29;372961426026780,Double espresso extra milk,280,2019-9-26,560
Sylvia Jones-Brown;1999-08-25;584761487035,Joan Foster;2000-07-23;30467564114333,Instant Coffee extra milk,280,2019-9-26,840
Sylvia Jones-Brown;1999-08-25;584761487035,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2019-9-26,1090
Sylvia Jones-Brown;1999-08-25;584761487035,Anna Buckley-Patel;1967-09-25;6011330523439128,Capuccino,250,2019-9-26,1340
Sylvia Jones-Brown;1999-08-25;584761487035,Mohammad Jones-Wood;1963-05-21;3539333926037846,Capuccino extra milk,280,2019-9-26,1620
Sylvia Jones-Brown;1999-08-25;584761487035,Joan Foster;2000-07-23;30467564114333,Instant Coffee extra milk,280,2019-9-26,1900
Sylvia Jones-Brown;1999-08-25;584761487035,Ms. Jean Johnson;1996-04-22;3599621831162106,Tea with sugar,250,2019-9-26,2150
Sylvia Jones-Brown;1999-08-25;584761487035,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Double espresso with sugar,250,2019-9-26,2400
Sylvia Jones-Brown;1999-08-25;584761487035,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2019-9-26,2680
Sylvia Jones-Brown;1999-08-25;584761487035,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-9-26,2960
Sylvia Jones-Brown;1999-08-25;584761487035,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-9-26,3240
Sylvia Jones-Brown;1999-08-25;584761487035,Jane Davies;1978-05-29;372961426026780,Double espresso extra milk,280,2019-9-26,3520
Sylvia Jones-Brown;1999-08-25;584761487035,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-9-26,3800
Sylvia Jones-Brown;1999-08-25;584761487035,Iain Barker;1997-07-21;3534790658775791,Tea,250,2019-9-26,4050
Sylvia Jones-Brown;1999-08-25;584761487035,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2019-9-26,4300
Sylvia Jones-Brown;1999-08-25;584761487035,Sylvia Jones-Brown;1999-08-25;584761487035,Herbal tea extra milk,280,2019-9-26,4580
Dr. Jessica Joyce;1959-11-08;343670554272167,Bethan Gill;1958-06-05;060480577430,Cloudy lemonade small,200,2019-6-6,200
Dr. Jessica Joyce;1959-11-08;343670554272167,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-6-6,400
Dr. Jessica Joyce;1959-11-08;343670554272167,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-6-6,800
Dr. Jessica Joyce;1959-11-08;343670554272167,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-6-6,1200
Dr. Jessica Joyce;1959-11-08;343670554272167,Miss Lindsey Harrison;1948-08-25;30476153140377,Cloudy lemonade small,200,2019-6-6,1400
Dr. Jessica Joyce;1959-11-08;343670554272167,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-6-6,1600
Dr. Jessica Joyce;1959-11-08;343670554272167,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-6-6,2000
Dr. Jessica Joyce;1959-11-08;343670554272167,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-6-6,2200
Dr. Jessica Joyce;1959-11-08;343670554272167,Jessica Pearson;1978-06-22;3527764291507761,Milk small,200,2019-6-6,2400
Dr. Jessica Joyce;1959-11-08;343670554272167,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-6-6,2600
Dr. Jessica Joyce;1959-11-08;343670554272167,Ryan Chapman;1981-12-13;3537198259397469,Lemonade large,400,2019-6-6,3000
Dr. Jessica Joyce;1959-11-08;343670554272167,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-6-6,3400
Dr. Jessica Joyce;1959-11-08;343670554272167,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-6-6,3800
Dr. Jessica Joyce;1959-11-08;343670554272167,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-6-6,4200
Dr. Jessica Joyce;1959-11-08;343670554272167,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-6-6,4400
Dr. Jessica Joyce;1959-11-08;343670554272167,Philip Miah-Young;1963-11-27;3592857229453650,Blackcurrant cordial large,400,2019-6-6,4800
Dr. Jessica Joyce;1959-11-08;343670554272167,Ryan Chapman;1981-12-13;3537198259397469,Lime cordial large,400,2019-6-6,5200
Dr. Jessica Joyce;1959-11-08;343670554272167,Shirley Rees;1994-07-25;6527997021478845,Coke small,200,2019-6-6,5400
Dr. Jessica Joyce;1959-11-08;343670554272167,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2019-6-6,5600
Dr. Jessica Joyce;1959-11-08;343670554272167,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-6-6,5800
Dr. Jessica Joyce;1959-11-08;343670554272167,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-6-6,6000
Dr. Jessica Joyce;1959-11-08;343670554272167,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-6-6,6200
Dr. Jessica Joyce;1959-11-08;343670554272167,Sally Jackson;1975-08-26;6011083979903226,Blackcurrant cordial large,400,2019-6-6,6600
Dr. Jessica Joyce;1959-11-08;343670554272167,Miss Lindsey Harrison;1948-08-25;30476153140377,Cloudy lemonade small,200,2019-6-6,6800
Dr. Jessica Joyce;1959-11-08;343670554272167,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-6-6,7000
Dr. Jessica Joyce;1959-11-08;343670554272167,Jane Davies;1978-05-29;372961426026780,Coke small,200,2019-6-6,7200
Dr. Jessica Joyce;1959-11-08;343670554272167,Dr. Gemma Cooper;1968-01-15;4338315934240869,Sparkling water small,200,2019-6-6,7400
Dr. Jessica Joyce;1959-11-08;343670554272167,Dr. Martyn Lawrence;1979-06-01;30351135561323,Fanta small,200,2019-6-6,7600
Dr. Jessica Joyce;1959-11-08;343670554272167,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2019-6-6,8000
Ruth Russell-Harris;1973-03-29;4730875456940300910,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-12-13,600
Ruth Russell-Harris;1973-03-29;4730875456940300910,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-12-13,1000
Ruth Russell-Harris;1973-03-29;4730875456940300910,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-12-13,1300
Ruth Russell-Harris;1973-03-29;4730875456940300910,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2019-12-13,2100
Ruth Russell-Harris;1973-03-29;4730875456940300910,Anna Buckley-Patel;1967-09-25;6011330523439128,Champagne small,400,2019-12-13,2500
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Caroline Morris;1967-06-03;4982238351886255393,Pale ale large,600,2019-12-13,3100
Ruth Russell-Harris;1973-03-29;4730875456940300910,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2019-12-13,3900
Ruth Russell-Harris;1973-03-29;4730875456940300910,Anna Buckley-Patel;1967-09-25;6011330523439128,Champagne small,400,2019-12-13,4300
Ruth Russell-Harris;1973-03-29;4730875456940300910,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-12-13,4900
Ruth Russell-Harris;1973-03-29;4730875456940300910,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2019-12-13,5500
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Martyn Lawrence;1979-06-01;30351135561323,Ale small,300,2019-12-13,5800
Ruth Russell-Harris;1973-03-29;4730875456940300910,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-12-13,6200
Ruth Russell-Harris;1973-03-29;4730875456940300910,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-12-13,6500
Ruth Russell-Harris;1973-03-29;4730875456940300910,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-12-13,7100
Ruth Russell-Harris;1973-03-29;4730875456940300910,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-12-13,7700
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2019-12-13,8300
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-12-13,8900
Ruth Russell-Harris;1973-03-29;4730875456940300910,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2019-12-13,9700
Ruth Russell-Harris;1973-03-29;4730875456940300910,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2019-12-13,10500
Ruth Russell-Harris;1973-03-29;4730875456940300910,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-12-13,11300
Ruth Russell-Harris;1973-03-29;4730875456940300910,Jessica Pearson;1978-06-22;3527764291507761,Vodka Tonic large,600,2019-12-13,11900
Ruth Russell-Harris;1973-03-29;4730875456940300910,Miss Jenna Hopkins;1970-09-16;371201862580821,House red small,300,2019-12-13,12200
Ruth Russell-Harris;1973-03-29;4730875456940300910,Ruth Russell-Harris;1973-03-29;4730875456940300910,Shiraz large,600,2019-12-13,12800
Mohammad Jones-Wood;1963-05-21;3539333926037846,Ms. Jean Johnson;1996-04-22;3599621831162106,Tea with sugar,250,2019-11-26,250
Mohammad Jones-Wood;1963-05-21;3539333926037846,Frances Watkins;1988-08-31;2222981270340614,Earl Grey,250,2019-11-26,500
Mohammad Jones-Wood;1963-05-21;3539333926037846,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2019-11-26,750
Mohammad Jones-Wood;1963-05-21;3539333926037846,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-11-26,1000
Mohammad Jones-Wood;1963-05-21;3539333926037846,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2019-11-26,1250
Mohammad Jones-Wood;1963-05-21;3539333926037846,Bethan Gill;1958-06-05;060480577430,Lemon tea extra milk,280,2019-11-26,1530
Mohammad Jones-Wood;1963-05-21;3539333926037846,Cheryl Sutton;1968-11-24;6011950657786745,Herbal tea with sugar,250,2019-11-26,1780
Mohammad Jones-Wood;1963-05-21;3539333926037846,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2019-11-26,2030
Mohammad Jones-Wood;1963-05-21;3539333926037846,Miss Abbie Smith;1954-09-05;4128358166770,Macciato extra milk,280,2019-11-26,2310
Mohammad Jones-Wood;1963-05-21;3539333926037846,Jessica Pearson;1978-06-22;3527764291507761,Flat white,250,2019-11-26,2560
Mohammad Jones-Wood;1963-05-21;3539333926037846,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-11-26,2810
Mohammad Jones-Wood;1963-05-21;3539333926037846,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-11-26,3090
Mohammad Jones-Wood;1963-05-21;3539333926037846,Joan Foster;2000-07-23;30467564114333,Instant Coffee extra milk,280,2019-11-26,3370
Mohammad Jones-Wood;1963-05-21;3539333926037846,Katy Lee;1981-07-04;4895703194202888004,Lemon tea extra milk,280,2019-11-26,3650
Mohammad Jones-Wood;1963-05-21;3539333926037846,Mohammad Jones-Wood;1963-05-21;3539333926037846,Earl Grey,250,2019-11-26,3900
Mrs. Bethan Murray;1986-07-23;2238925746548385,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-8-31,280
Mrs. Bethan Murray;1986-07-23;2238925746548385,Lawrence Fisher;1983-09-19;3566273828670227,Tea,250,2019-8-31,530
Mrs. Bethan Murray;1986-07-23;2238925746548385,Katy Lee;1981-07-04;4895703194202888004,Capuccino extra milk,280,2019-8-31,810
Mrs. Bethan Murray;1986-07-23;2238925746548385,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-8-31,1060
Mrs. Bethan Murray;1986-07-23;2238925746548385,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Instant Coffee with sugar,250,2019-8-31,1310
Mrs. Bethan Murray;1986-07-23;2238925746548385,Miss Jenna Hopkins;1970-09-16;371201862580821,Earl Grey with sugar,250,2019-8-31,1560
Mrs. Bethan Murray;1986-07-23;2238925746548385,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2019-8-31,1810
Mrs. Bethan Murray;1986-07-23;2238925746548385,Bethan Gill;1958-06-05;060480577430,Macciato,250,2019-8-31,2060
Mrs. Bethan Murray;1986-07-23;2238925746548385,Neil Walters;1991-02-14;30153298849283,Green Tea with sugar,250,2019-8-31,2310
Mrs. Bethan Murray;1986-07-23;2238925746548385,Tony Martin-Lucas;1984-02-09;060494691672,Espresso,150,2019-8-31,2460
Mrs. Bethan Murray;1986-07-23;2238925746548385,Jane Davies;1978-05-29;372961426026780,Green Tea extra milk,280,2019-8-31,2740
Mrs. Bethan Murray;1986-07-23;2238925746548385,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Instant Coffee with sugar,250,2019-8-31,2990
Mrs. Bethan Murray;1986-07-23;2238925746548385,Gareth Watson;1968-09-14;060453409181,Espresso,150,2019-8-31,3140
Mrs. Bethan Murray;1986-07-23;2238925746548385,Mrs. Bethan Murray;1986-07-23;2238925746548385,Flat white,250,2019-8-31,3390
Lawrence Jones;2005-06-10;3537902156094842,Mrs. Bethan Murray;1986-07-23;2238925746548385,Flat white,250,2019-7-30,250
Lawrence Jones;2005-06-10;3537902156094842,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-7-30,530
Lawrence Jones;2005-06-10;3537902156094842,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-7-30,780
Lawrence Jones;2005-06-10;3537902156094842,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-7-30,1060
Lawrence Jones;2005-06-10;3537902156094842,Mrs. Jade Allen;1970-05-20;3577687933334659,Tea extra milk,280,2019-7-30,1340
Lawrence Jones;2005-06-10;3537902156094842,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-7-30,1590
Lawrence Jones;2005-06-10;3537902156094842,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-7-30,1840
Lawrence Jones;2005-06-10;3537902156094842,Miss Abbie Smith;1954-09-05;4128358166770,Macciato extra milk,280,2019-7-30,2120
Lawrence Jones;2005-06-10;3537902156094842,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-7-30,2370
Lawrence Jones;2005-06-10;3537902156094842,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-7-30,2620
Lawrence Jones;2005-06-10;3537902156094842,Jemma Davison;1982-06-25;346012372292431,Espresso with sugar,250,2019-7-30,2870
Lawrence Jones;2005-06-10;3537902156094842,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-7-30,3150
Lawrence Jones;2005-06-10;3537902156094842,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2019-7-30,3400
Lawrence Jones;2005-06-10;3537902156094842,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2019-7-30,3650
Lawrence Jones;2005-06-10;3537902156094842,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-7-30,3800
Lawrence Jones;2005-06-10;3537902156094842,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2019-7-30,4080
Lawrence Jones;2005-06-10;3537902156094842,Dr. Martyn Lawrence;1979-06-01;30351135561323,Capuccino,250,2019-7-30,4330
Lawrence Jones;2005-06-10;3537902156094842,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-7-30,4580
Lawrence Jones;2005-06-10;3537902156094842,Anna Buckley-Patel;1967-09-25;6011330523439128,Capuccino,250,2019-7-30,4830
Lawrence Jones;2005-06-10;3537902156094842,Ms. Jean Johnson;1996-04-22;3599621831162106,Tea with sugar,250,2019-7-30,5080
Lawrence Jones;2005-06-10;3537902156094842,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2019-7-30,5330
Lawrence Jones;2005-06-10;3537902156094842,Dr. Jessica Joyce;1959-11-08;343670554272167,Tea,250,2019-7-30,5580
Lawrence Jones;2005-06-10;3537902156094842,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2019-7-30,5830
Lawrence Jones;2005-06-10;3537902156094842,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2019-7-30,5980
Ms. Elizabeth French;1974-12-19;630456409964,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2020-3-11,250
Ms. Elizabeth French;1974-12-19;630456409964,Miss Abbie Smith;1954-09-05;4128358166770,Macciato extra milk,280,2020-3-11,530
Ms. Elizabeth French;1974-12-19;630456409964,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2020-3-11,810
Ms. Elizabeth French;1974-12-19;630456409964,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2020-3-11,1060
Ms. Elizabeth French;1974-12-19;630456409964,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2020-3-11,1310
Ms. Elizabeth French;1974-12-19;630456409964,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2020-3-11,1560
Ms. Elizabeth French;1974-12-19;630456409964,Katy Lee;1981-07-04;4895703194202888004,Instant Coffee with sugar,250,2020-3-11,1810
Ms. Elizabeth French;1974-12-19;630456409964,Bethan Gill;1958-06-05;060480577430,Macciato,250,2020-3-11,2060
Ms. Elizabeth French;1974-12-19;630456409964,Ms. Jean Johnson;1996-04-22;3599621831162106,Tea with sugar,250,2020-3-11,2310
Ms. Elizabeth French;1974-12-19;630456409964,Gareth Watson;1968-09-14;060453409181,Espresso,150,2020-3-11,2460
Ms. Elizabeth French;1974-12-19;630456409964,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2020-3-11,2740
Ms. Elizabeth French;1974-12-19;630456409964,Marie Power;2002-01-30;5236653014789326,Americano,250,2020-3-11,2990
Ms. Elizabeth French;1974-12-19;630456409964,Sylvia Jones-Brown;1999-08-25;584761487035,Herbal tea extra milk,280,2020-3-11,3270
Ms. Elizabeth French;1974-12-19;630456409964,Katy Lee;1981-07-04;4895703194202888004,Capuccino extra milk,280,2020-3-11,3550
Ms. Elizabeth French;1974-12-19;630456409964,Dr. Gemma Cooper;1968-01-15;4338315934240869,Espresso,150,2020-3-11,3700
Ms. Elizabeth French;1974-12-19;630456409964,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2020-3-11,3950
Ms. Elizabeth French;1974-12-19;630456409964,Terence Hall;1982-04-23;4440881107798798,Earl Grey extra milk,280,2020-3-11,4230
Ms. Elizabeth French;1974-12-19;630456409964,Lawrence Jones;2005-06-10;3537902156094842,Lemon tea,250,2020-3-11,4480
Ms. Elizabeth French;1974-12-19;630456409964,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2020-3-11,4730
Ms. Elizabeth French;1974-12-19;630456409964,Miss Jenna Hopkins;1970-09-16;371201862580821,Earl Grey with sugar,250,2020-3-11,4980
Ms. Elizabeth French;1974-12-19;630456409964,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2020-3-11,5230
Dr. Gemma Cooper;1968-01-15;4338315934240869,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2020-1-29,400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2020-1-29,1000
Dr. Gemma Cooper;1968-01-15;4338315934240869,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2020-1-29,1600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2020-1-29,2400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Philip Miah-Young;1963-11-27;3592857229453650,Champagne large,800,2020-1-29,3200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Ryan Chapman;1981-12-13;3537198259397469,Prosecco large,600,2020-1-29,3800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2020-1-29,4600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2020-1-29,5400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2020-1-29,6200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2020-1-29,7000
Dr. Gemma Cooper;1968-01-15;4338315934240869,Dr. Gemma Cooper;1968-01-15;4338315934240869,Chianti large,800,2020-1-29,7800
Joan Foster;2000-07-23;30467564114333,Dr. Caroline Morris;1967-06-03;4982238351886255393,Chianti large,800,2019-9-29,800
Joan Foster;2000-07-23;30467564114333,Lawrence Fisher;1983-09-19;3566273828670227,Gin & Tonic large,800,2019-9-29,1600
Joan Foster;2000-07-23;30467564114333,Sally Jackson;1975-08-26;6011083979903226,Vodka Tonic large,600,2019-9-29,2200
Joan Foster;2000-07-23;30467564114333,Ms. Sara Thompson;1986-03-24;371802005619325,Shiraz small,300,2019-9-29,2500
Joan Foster;2000-07-23;30467564114333,Ryan Chapman;1981-12-13;3537198259397469,Prosecco large,600,2019-9-29,3100
Joan Foster;2000-07-23;30467564114333,Miss Lindsey Harrison;1948-08-25;30476153140377,Scotch small,300,2019-9-29,3400
Joan Foster;2000-07-23;30467564114333,Joan Foster;2000-07-23;30467564114333,Pale ale small,300,2019-9-29,3700
Joan Foster;2000-07-23;30467564114333,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-9-29,4300
Joan Foster;2000-07-23;30467564114333,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-9-29,4900
Joan Foster;2000-07-23;30467564114333,Mr. Stanley Bell;1997-05-22;376466905927165,Lager large,600,2019-9-29,5500
Joan Foster;2000-07-23;30467564114333,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-9-29,6100
Joan Foster;2000-07-23;30467564114333,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-9-29,6700
Joan Foster;2000-07-23;30467564114333,Marian Lane;1980-04-23;373696105572428,Vodka Coke large,600,2019-9-29,7300
Joan Foster;2000-07-23;30467564114333,Miss Abbie Smith;1954-09-05;4128358166770,Vodka Tonic large,600,2019-9-29,7900
Joan Foster;2000-07-23;30467564114333,Marie Preston;1976-12-28;6011724323439199,Prosecco large,600,2019-9-29,8500
Joan Foster;2000-07-23;30467564114333,Jemma Davison;1982-06-25;346012372292431,Champagne small,400,2019-9-29,8900
Joan Foster;2000-07-23;30467564114333,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-9-29,9200
Joan Foster;2000-07-23;30467564114333,Miss Jenna Hopkins;1970-09-16;371201862580821,House red small,300,2019-9-29,9500
Joan Foster;2000-07-23;30467564114333,Joan Foster;2000-07-23;30467564114333,Pale ale small,300,2019-9-29,9800
Joan Foster;2000-07-23;30467564114333,Iain Barker;1997-07-21;3534790658775791,Strawberry milkshake small,200,2019-11-20,200
Joan Foster;2000-07-23;30467564114333,Iain Barker;1997-07-21;3534790658775791,Strawberry milkshake small,200,2019-11-20,400
Joan Foster;2000-07-23;30467564114333,Jemma Davison;1982-06-25;346012372292431,Fanta small,200,2019-11-20,600
Joan Foster;2000-07-23;30467564114333,Sally Jackson;1975-08-26;6011083979903226,Blackcurrant cordial large,400,2019-11-20,1000
Joan Foster;2000-07-23;30467564114333,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-11-20,1400
Joan Foster;2000-07-23;30467564114333,Shirley Rees;1994-07-25;6527997021478845,Coke small,200,2019-11-20,1600
Joan Foster;2000-07-23;30467564114333,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-11-20,1800
Joan Foster;2000-07-23;30467564114333,Marian Lane;1980-04-23;373696105572428,Sprite large,400,2019-11-20,2200
Joan Foster;2000-07-23;30467564114333,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2019-11-20,2600
Joan Foster;2000-07-23;30467564114333,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-11-20,3000
Joan Foster;2000-07-23;30467564114333,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-11-20,3400
Joan Foster;2000-07-23;30467564114333,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-11-20,3800
Joan Foster;2000-07-23;30467564114333,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-11-20,4200
Joan Foster;2000-07-23;30467564114333,Dr. Martyn Lawrence;1979-06-01;30351135561323,Milk large,400,2019-11-20,4600
Joan Foster;2000-07-23;30467564114333,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-11-20,4800
Joan Foster;2000-07-23;30467564114333,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-11-20,5000
Joan Foster;2000-07-23;30467564114333,Mrs. Jade Allen;1970-05-20;3577687933334659,Sprite large,400,2019-11-20,5400
Joan Foster;2000-07-23;30467564114333,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-11-20,5600
Joan Foster;2000-07-23;30467564114333,Joan Foster;2000-07-23;30467564114333,Banana milkshake large,400,2019-11-20,6000
Neil Walters;1991-02-14;30153298849283,Marie Power;2002-01-30;5236653014789326,Shiraz large,600,2019-9-12,600
Neil Walters;1991-02-14;30153298849283,Frances Watkins;1988-08-31;2222981270340614,Prosecco large,600,2019-9-12,1200
Neil Walters;1991-02-14;30153298849283,Mr. Stanley Bell;1997-05-22;376466905927165,Lager large,600,2019-9-12,1800
Neil Walters;1991-02-14;30153298849283,Ms. Jean Johnson;1996-04-22;3599621831162106,Champagne small,400,2019-9-12,2200
Neil Walters;1991-02-14;30153298849283,Danny Clark;1999-03-25;6011085906067876,Prosecco small,300,2019-9-12,2500
Neil Walters;1991-02-14;30153298849283,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-9-12,3100
